"Philippine Exports by Commodity Group (GRT), 2000-2025"

"Commodity";"Country Of Destination";"2020 Quantity";"2020 FOB";"2021 Quantity";"2021 FOB";"2022 Quantity";"2022 FOB";"2023 Quantity";"2023 FOB";"2024 Quantity";"2024 FOB";"2025 Quantity";"2025 FOB"
"Mangoes";"Cambodia (Democratic Kampuchea)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Kenya";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Republic Of Korea";1561549.80;3874802.00;1156502.90;3033884.00;1197546.80;3432405.00;663261.80;1850449.00;211781.00;498092.00;42876.00;132593.00
"Mangoes";"Kuwait";2432.00;3365.00;1231.00;3687.00;3950.00;11298.00;4815.50;6748.00;3673.50;4700.00;215.00;285.00
"Mangoes";"Lebanon";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Malaysia";76040.00;44820.00;..;..;7445.20;88670.00;3806.60;47030.00;..;..;..;..
"Mangoes";"Sabah (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Malta";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Mauritius";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Mexico";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Netherlands";118.00;2540.00;14.00;42.00;1849.00;13458.00;5232.00;26136.00;7709.00;43066.00;7359.00;26150.00
"Mangoes";"New Caledonia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Vanuatu (New Hebrides)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"New Zealand";..;..;187.50;2283.00;2792.10;33414.00;..;..;..;..;..;..
"Mangoes";"Nigeria";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Norway";11370.00;9150.00;640.00;4572.00;887.00;4228.00;131.20;354.00;110.00;345.00;..;..
"Mangoes";"Pakistan, Islamic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Palau, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Papua New Guinea";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Peru";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Poland";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Portugal";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Puerto Rico";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Reunion";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"San Marino";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Saudi Arabia";9429.30;18520.00;16412.00;25293.00;380.00;582.00;165.00;300.00;..;..;980.00;1073.00
"Mangoes";"Singapore";15450.00;18420.00;30.00;38.00;25234.68;314808.00;66415.81;837885.00;..;..;23742.00;52722.00
"Mangoes";"Slovak Republic (Slovakia)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"South Africa, Rep. Of";..;..;110.00;200.00;..;..;..;..;..;..;..;..
"Mangoes";"Spain";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Sri Lanka  (Ceylon)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Sweden";2960.00;2369.00;220.00;400.00;446.60;1582.00;165.00;187.00;7433.00;8870.00;..;..
"Mangoes";"Switzerland";944.00;2654.00;4568.40;17581.00;3470.40;18222.00;2561.60;11584.00;2757.54;8615.00;6761.00;11387.00
"Mangoes";"Thailand";..;..;4133.30;3940.00;..;..;90728.56;381620.00;..;..;..;..
"Mangoes";"Trinidad And Tobago";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Pacific Trust Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Turkey";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Turks And Caicos Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Ukraine (Ukrainian S.S.R.)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"United Arab Emirates, N.E.S.";7064.00;21907.00;9589.00;15814.00;7920.00;14321.00;21804.50;51046.00;16086.81;43248.00;7973.00;27450.00
"Mangoes";"Oman";..;..;..;..;241.00;1600.00;..;..;..;..;900.00;4500.00
"Mangoes";"Qatar";42860.49;126904.00;40908.70;151202.00;49347.25;143220.00;32881.06;88769.00;18579.43;63573.00;10759.50;30184.00
"Mangoes";"Uk Of Great Britain And N. Ireland";..;..;25255.10;129015.00;20400.30;202651.00;6406.90;41757.00;6326.51;45330.00;22737.00;72131.00
"Mangoes";"United States Of America";50.00;200.00;..;..;192511.00;893740.00;18265.80;120792.00;..;..;2122.50;9714.00
"Mangoes";"Guam";..;..;..;..;11977.00;135100.00;11670.60;148110.00;..;..;..;..
"Mangoes";"Hawaii";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Virgin Islands (U.S.)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Uruguay";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Venezuela";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Vietnam";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Virgin Islands (British)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Jordan";..;..;..;..;145.00;874.00;..;..;..;..;..;..
"Mangoes";"Micronesia, Federated States Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Morocco";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Panama";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Antigua And Barbuda";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Aruba";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Cook Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Maldives, Rep. Of";..;..;..;..;..;..;15600.00;24000.00;..;..;..;..
"Mangoes";"Syrian Arab Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Russian Federation";..;..;..;..;..;..;1245.60;15820.00;..;..;..;..
"Mangoes";"Uzbekistan";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Swaziland (Eswatini)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Bangladesh";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Bermuda";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Gibraltar";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Marshall Islands, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Romania";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Latvia (Latvian Soviet Socialist Rep.)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Yemen, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Alaska";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Myanmar, Union Of (Burma)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Grenada";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Solomon Islands (British)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Togo";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Burkina Faso (Upper Volta)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Zaire (Democratic Republic Of Congo)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Zambia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Algeria";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"El Salvador";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Guatemala";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Angola";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"French Pacific Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Slovenia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Luxembourg";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Afghanistan";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Paraguay";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Bulgaria";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Mali (West Africa)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Nepal";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Netherlands Antilles";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Ghana";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Cote D' Ivoire (Ivory Coast)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Senegal";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Kiribati";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Haiti";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Macau";..;..;..;..;..;..;..;..;..;..;6500.00;7500.00
"Mangoes";"Nicaragua";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Spanish Africa, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Tanzania, United Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Tunisia";..;..;119.00;200.00;..;..;..;..;..;..;..;..
"Mangoes";"Bosnia And Herzegovina";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Croatia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Estonia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Iran, Islamic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Lithuania";..;..;..;..;..;..;..;..;829.00;4972.00;209.00;2173.00
"Mangoes";"Mozambique";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Namibia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Nauru, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Zimbabwe (Rhodesia)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Samoa (Western Samoa)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Benin, People'S Rep. Of (Dahomey)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Congo, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Cuba";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"French Guiana";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Lesotho";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Martinique";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"St. Helena";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Libyan Arab Jamahiriya";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Andorra";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Cayman Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Liechtenstein";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Sarawak (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Seychelles Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Somalia, Democratic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Lao People'S Democratic Republic (Laos)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Mongolia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Belarus (Byelorussian S.S.R.)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"British West Africa(Exc. St. Helena)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Other Pacific Islands, N.E.S.   6/";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Sierra Leone";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Sudan";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Uganda";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Malawi";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Tokelau";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Niger";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Madagascar, Democratic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Guyana";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Cameroon";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Curacao";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Djibouti (Affars & Issas)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Timor-Leste (East Timor)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Ethiopia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"French Oceania";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Iraq";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Kazakhstan";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Liberia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Rwanda";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Suriname";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Macedonia, The Former Yugoslav Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"St. Vincent And Grenadines";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Botswana";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Monaco";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Tonga";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Guinea";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"British Indian Ocean Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Mauritania";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Eritrea";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Gambia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"U.S. Oceania, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"U.S. Minor Outlying Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Yemen Arab Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Azores";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Albania";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Antartica";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Madeira Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Dominica";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Northern Mariana Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Sao Tome And Principe, Dem. Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Tajikistan";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Armenia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Midway Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Moldova, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Greenland";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Nansei Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Democratic People'S Rep. Of Korea";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Chinese Taipei";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Turkmenistan";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Byelorussian Soviet Socialist Rep.";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Panama Canal Zone";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Gilbert And Ellice Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Ceuta And Melilla";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Christmas Island";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Guinea-Bissau, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Burundi";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Cocos Island";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"French Antilles";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Cape Verde";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Falkland Islands (Malvinas)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Portuguese Timor And Dependencies";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Yemen, People'S Democratic Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Central African Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Azerbaijan";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"British Pacific Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Equatorial Guinea, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"French Southern Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Kyrgyzstan";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Opt. Ctry.Comb. Netherlands & Germany";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Mayotte";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Tuvalu";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Razerbaijani";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Georgia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Montserrat";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"South And Southeast Asia, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Bouvet Island";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Comoros, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"St. Pierre And Miguelon";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Norfolk Island";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Leeward & Windward Is.  5/";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"St.Kitts & Nevis (St.Christopher & Nevis)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"French Indian Ocean Areas";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Wake Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"St. Lucia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Western Portuguese Africa";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Wallis And Futuna Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Anguilla";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Vatican City State";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Western Sahara (Spanish Sahara)";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Serbia";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Faeroe Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Heard And Mcdonald Island";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Not Specified";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Chad";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Montenegro";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Neutral Zone";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Pitcairn Island";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Saint Martin";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Kosovo";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"South Georgia And The South Sandwich Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Svalbard And Jan Mayen";..;..;..;..;..;..;..;..;..;..;..;..
"Mangoes";"Channel Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"American Samoa";121.50;440.00;5361.47;12344.00;10864.97;31691.00;8993.00;17048.00;1450.00;3795.00;28664.20;82776.00
"Other Fruits And Vegetables";"Argentina";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Australia";561991.97;1297432.00;671170.73;1575971.00;465153.16;1109089.00;513113.91;1156488.00;652428.67;1688430.00;732665.89;2653542.00
"Other Fruits And Vegetables";"Austria";..;..;..;..;..;..;..;..;756.00;1239.00;864.00;1416.00
"Other Fruits And Vegetables";"Bahamas";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Bahrain";85897.94;140178.00;28551.90;92069.00;38513.87;102450.00;145580.29;319537.00;64628.00;145506.00;40232.30;107607.00
"Other Fruits And Vegetables";"Barbados";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Belgium";3819.04;18886.00;..;..;11727.53;44366.00;..;..;..;..;..;..
"Other Fruits And Vegetables";"Belize (British Honduras)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Bhutan";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Bolivia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Brazil";8250.00;16830.00;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Brunei Darussalam";9860.00;31843.00;16140.22;65886.00;14659.07;38815.00;9610.92;27938.00;29938.22;55337.00;6604.06;26648.00
"Other Fruits And Vegetables";"Canada";1775197.75;3150525.00;1958401.43;4623277.00;2143307.07;5930873.00;1973020.08;4753963.00;2158773.74;3593043.00;2340255.35;4073042.00
"Other Fruits And Vegetables";"Canary Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Chile";..;..;..;..;498.96;1567.00;..;..;..;..;..;..
"Other Fruits And Vegetables";"People'S Republic Of China";2633408.59;2898279.00;3422045.21;3173580.00;4733366.69;5810841.00;8961851.36;16337520.00;21479712.97;34523562.00;10511169.25;13531305.00
"Other Fruits And Vegetables";"Taiwan (Rep. Of China)";29698.29;157336.00;64716.03;436115.00;65928.28;150533.00;118352.06;144703.00;88438.63;118401.00;152632.20;373439.00
"Other Fruits And Vegetables";"Colombia";..;..;..;..;..;..;..;..;23990.72;37251.00;47.97;277.00
"Other Fruits And Vegetables";"Costa Rica";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Cyprus";304.80;1265.00;760.92;3769.00;513.84;3323.00;2722.80;7559.00;1931.20;6626.00;3157.85;16440.00
"Other Fruits And Vegetables";"Czech Republic (Czechoslovakia)";3280.00;11676.00;..;..;..;..;323.00;880.00;3190.00;5697.00;..;..
"Other Fruits And Vegetables";"Denmark";159.58;1300.00;1363.03;10955.00;2006.74;8417.00;3160.28;11875.00;662.20;3749.00;1539.00;9136.00
"Other Fruits And Vegetables";"Dominican Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Ecuador";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Egypt Arab Republic";..;..;..;..;..;..;..;..;..;..;1830.00;2742.00
"Other Fruits And Vegetables";"Fiji";..;..;4346.44;1080.00;417.60;1675.00;1212.11;3931.00;2790.00;8297.00;3463.00;8335.00
"Other Fruits And Vegetables";"Finland";..;..;704.57;3184.00;135.60;667.00;..;..;..;..;1376.60;3894.00
"Other Fruits And Vegetables";"France";725.31;17776.00;..;..;..;..;60.00;281.00;2416.92;5364.00;1158.65;9951.00
"Other Fruits And Vegetables";"French Polynesia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"French West Indies";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Gabon";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Germany";16827.77;17973.00;8452.00;97482.00;37263.90;293265.00;92550.60;659289.00;122909.10;561946.00;..;..
"Other Fruits And Vegetables";"Greece";340.00;1350.00;..;..;..;..;16369.80;16085.00;..;..;..;..
"Other Fruits And Vegetables";"Guadeloupe";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Honduras, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Hong Kong, China";1196119.66;1591351.00;1081730.73;1754629.00;1399582.05;1316159.00;1848559.90;1852524.00;985075.93;881691.00;958304.73;866280.00
"Other Fruits And Vegetables";"Hungary";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Iceland";..;..;..;..;299.00;2333.00;..;..;..;..;14253.38;65219.00
"Other Fruits And Vegetables";"India";91314.00;69344.00;8.00;196.00;72.86;985.00;25739.97;89120.00;28463.60;86400.00;49417.47;86186.00
"Other Fruits And Vegetables";"Indonesia";3000.00;20729.00;5733.64;41617.00;151700.00;334818.00;16800.00;138476.00;20087.85;175124.00;60949.25;584398.00
"Other Fruits And Vegetables";"Ireland";..;..;13209.00;28803.00;54120.00;602800.00;672.50;2824.00;1501.40;3612.00;7664.22;24292.00
"Other Fruits And Vegetables";"Israel";113487.61;241168.00;67311.60;195939.00;3360.00;16760.00;13264.75;43230.00;51713.46;133449.00;100474.89;396664.00
"Other Fruits And Vegetables";"Italy";27924.40;101631.00;42558.51;283846.00;48815.98;263704.00;189263.14;614222.00;207817.09;449264.00;92100.64;377730.00
"Other Fruits And Vegetables";"Jamaica (Excludes Cayman Is.,Turks,Caicos)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Japan";7378683.29;17813012.00;4982772.98;14287120.00;4006304.97;12707584.00;3288807.14;9032004.00;2764731.03;5559681.00;3638373.69;7132793.00
"Other Fruits And Vegetables";"Okinawa";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Cambodia (Democratic Kampuchea)";..;..;..;..;..;..;500.00;3959.00;..;..;..;..
"Other Fruits And Vegetables";"Kenya";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Republic Of Korea";560104.06;1484981.00;664282.73;2316257.00;487072.66;1187346.00;609185.37;1401028.00;1024161.82;2396103.00;1367719.07;2654097.00
"Other Fruits And Vegetables";"Kuwait";168702.40;489991.00;403804.64;860989.00;233142.90;385102.00;157864.65;418295.00;185890.42;390850.00;176987.93;569199.00
"Other Fruits And Vegetables";"Lebanon";..;..;..;..;68.80;453.00;2580.56;5168.00;2332.93;5679.00;3571.77;10885.00
"Other Fruits And Vegetables";"Malaysia";538591.93;706620.00;318933.36;728263.00;826988.32;1122956.00;834672.84;1060271.00;488362.90;448649.00;483870.74;806149.00
"Other Fruits And Vegetables";"Sabah (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Malta";..;..;1782.20;6123.00;..;..;3769.59;13334.00;2979.14;11180.00;8470.38;17896.00
"Other Fruits And Vegetables";"Mauritius";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Mexico";..;..;..;..;..;..;20250.00;125550.00;43173.00;251100.00;71680.00;179040.00
"Other Fruits And Vegetables";"Netherlands";119993.59;362559.00;126916.31;523952.00;150353.74;651729.00;143853.24;592429.00;72568.05;313431.00;160403.41;568665.00
"Other Fruits And Vegetables";"New Caledonia";..;..;..;..;..;..;..;..;..;..;..;..
"Other Fruits And Vegetables";"Vanuatu (New Hebrides)";5400.00;10768.00;27930.58;38309.00;50747.19;68213.00;22712.12;22062.00;39715.00;42640.00;38361.40;47234.00
