"Philippine Exports by Commodity Group (GRT), 2000-2025"

"Commodity";"Country Of Destination";"2020 Quantity";"2020 FOB";"2021 Quantity";"2021 FOB";"2022 Quantity";"2022 FOB";"2023 Quantity";"2023 FOB";"2024 Quantity";"2024 FOB";"2025 Quantity";"2025 FOB"
"Dessicated Coconut";"Belize (British Honduras)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Bhutan";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Bolivia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Brazil";2923270.15;4347122.00;1695659.60;3444018.00;5311604.76;11371253.00;2678946.76;4739497.00;5276790.95;9370852.00;4963354.46;14552804.00
"Dessicated Coconut";"Brunei Darussalam";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Canada";6846456.72;12928101.00;9748963.82;24031924.00;7728052.65;14873481.00;8139417.61;12667570.00;7896608.16;13355547.00;8377002.74;25736190.00
"Dessicated Coconut";"Canary Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Chile";706338.13;1214659.00;861037.39;1957017.00;1583970.92;3595481.00;786728.38;1231016.00;852485.04;1586003.00;865380.15;3035863.00
"Dessicated Coconut";"People'S Republic Of China";6828056.56;11649454.00;7632070.98;16944963.00;5933819.04;11595084.00;11247014.85;14558014.00;11061069.91;18761484.00;8274453.44;23105400.00
"Dessicated Coconut";"Taiwan (Rep. Of China)";1199657.16;2279356.00;1201870.56;2816578.00;1430438.26;2930216.00;1188538.18;1596366.00;1255095.73;2525611.00;1103804.35;3415452.00
"Dessicated Coconut";"Colombia";898579.01;1748308.00;1083275.03;2793666.00;1148372.21;2592730.00;979252.87;1634545.00;694787.26;1317977.00;1094662.05;3306372.00
"Dessicated Coconut";"Costa Rica";204869.42;283215.00;220978.61;563821.00;369346.94;756355.00;245614.37;354114.00;298832.78;486230.00;290129.59;899336.00
"Dessicated Coconut";"Cyprus";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Czech Republic (Czechoslovakia)";219950.84;334457.00;88809.80;214948.00;139957.84;385616.00;253164.76;417250.00;172657.98;334702.00;107617.26;365587.00
"Dessicated Coconut";"Denmark";..;..;..;..;26416.00;34060.00;86655.00;118788.00;129770.80;210512.00;303311.18;1039095.00
"Dessicated Coconut";"Dominican Republic";136340.00;207375.00;89123.16;224993.00;23224.32;53750.00;49061.32;72270.00;49640.32;87130.00;23990.72;93486.00
"Dessicated Coconut";"Ecuador";440466.77;895283.00;586616.58;1526213.00;736481.90;1962393.00;411212.31;736719.00;516157.91;980538.00;661665.92;2325748.00
"Dessicated Coconut";"Egypt Arab Republic";1003500.00;1363825.00;846054.81;1715375.00;190271.92;431659.00;216802.49;280584.00;810220.03;1349246.00;2548122.00;8806821.00
"Dessicated Coconut";"Fiji";13000.00;17420.00;..;..;13254.80;21710.00;53019.20;82030.00;13254.80;23660.00;..;..
"Dessicated Coconut";"Finland";8958.54;21922.00;13209.00;25937.00;..;..;12954.00;14918.00;26172.80;37884.00;..;..
"Dessicated Coconut";"France";2866776.43;4994447.00;3280621.99;7646599.00;3687782.80;8754710.00;3804795.09;5653641.00;2928591.70;5304871.00;4782738.74;14701993.00
"Dessicated Coconut";"French Polynesia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"French West Indies";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Gabon";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Germany";6738331.75;11719379.00;7627975.95;18478946.00;5091173.01;11680282.00;8758478.22;12616363.00;8387496.81;13284847.00;8375233.22;24492300.00
"Dessicated Coconut";"Greece";15750.00;31054.00;15440.70;53454.00;27201.18;68090.00;72686.07;139224.00;102527.32;174751.00;75817.30;245560.00
"Dessicated Coconut";"Guadeloupe";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Honduras, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Hong Kong, China";235717.10;500377.00;115853.00;291172.00;90160.88;136743.00;124625.98;174585.00;140102.98;270958.00;87018.98;274285.00
"Dessicated Coconut";"Hungary";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Iceland";9600.00;13728.00;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"India";..;..;..;..;2667.49;22553.00;41615.33;144870.00;11255.60;41660.00;25596.34;89862.00
"Dessicated Coconut";"Indonesia";1514543.50;2250291.00;757077.35;1611696.00;988152.54;1609439.00;1009286.63;1282032.00;2710646.42;3647661.00;4038461.97;6998154.00
"Dessicated Coconut";"Ireland";203905.82;362104.00;222743.36;506265.00;132093.00;308094.00;233500.84;313428.00;65537.00;101653.00;63984.00;207551.00
"Dessicated Coconut";"Israel";1809761.35;3030506.00;1804491.30;4274146.00;2372801.95;4855782.00;1144730.01;1655454.00;1276186.30;2175784.00;1534033.89;5152356.00
"Dessicated Coconut";"Italy";366128.43;668888.00;338857.67;808649.00;206897.17;591480.00;460801.46;744094.00;501419.40;963071.00;628283.10;2176023.00
"Dessicated Coconut";"Jamaica (Excludes Cayman Is.,Turks,Caicos)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Japan";3740455.67;7442044.00;3836489.34;10231197.00;3659634.25;9639243.00;2407941.24;4468279.00;3466524.37;6627550.00;3440921.74;11483717.00
"Dessicated Coconut";"Okinawa";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Cambodia (Democratic Kampuchea)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Kenya";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Republic Of Korea";2072857.35;3255206.00;2073440.71;3924425.00;2402107.10;4027722.00;2170812.51;2862906.00;3133694.18;4387731.00;3345407.19;6377465.00
"Dessicated Coconut";"Kuwait";35979.13;89100.00;47020.18;161340.00;81687.59;227977.00;36902.51;94507.00;41945.57;147760.00;9797.70;47500.00
"Dessicated Coconut";"Lebanon";12500.00;17500.00;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Malaysia";3357602.60;5498119.00;3059861.41;7024442.00;2303493.92;4602646.00;3235882.44;6191331.00;4425718.49;8092696.00;2181244.30;6395923.00
"Dessicated Coconut";"Sabah (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Malta";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Mauritius";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Mexico";361773.14;667460.00;260116.82;604377.00;211816.98;634490.00;211667.82;359832.00;508755.84;1277924.00;265024.91;665969.00
"Dessicated Coconut";"Netherlands";20922695.02;35537343.00;27775889.86;66426004.00;32662030.51;75568498.00;30059168.41;48188823.00;29604082.46;49287737.00;30998300.80;102822456.00
"Dessicated Coconut";"New Caledonia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Vanuatu (New Hebrides)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"New Zealand";857244.38;1598851.00;1037012.48;2469929.00;644148.11;1450706.00;1027362.60;1583267.00;942426.50;1792693.00;841102.44;2687667.00
"Dessicated Coconut";"Nigeria";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Norway";254058.62;403322.00;260934.40;579165.00;143337.00;317434.00;320767.60;463026.00;463743.19;770320.00;596271.39;2221788.00
"Dessicated Coconut";"Pakistan, Islamic Rep. Of";..;..;478.52;3623.00;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Palau, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Papua New Guinea";..;..;..;..;60.00;240.00;..;..;..;..;..;..
"Dessicated Coconut";"Peru";258000.00;350880.00;..;..;26434.36;52770.00;50437.22;74550.00;26375.40;57759.00;24589.20;89466.00
"Dessicated Coconut";"Poland";342792.69;586979.00;387184.59;833365.00;227817.00;391906.00;627089.03;804935.00;1052698.71;1654384.00;824886.61;2210607.00
"Dessicated Coconut";"Portugal";253944.82;395709.00;58299.79;124304.00;38400.00;126090.00;194994.79;235727.00;110814.80;230574.00;25704.00;87373.00
"Dessicated Coconut";"Puerto Rico";189568.06;396208.00;102212.00;257645.00;243647.40;581305.00;245056.27;389140.00;306869.92;633646.00;342207.00;1187240.00
"Dessicated Coconut";"Reunion";..;..;207412.30;440359.00;..;..;..;..;..;..;..;..
"Dessicated Coconut";"San Marino";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Saudi Arabia";76166.91;229657.00;167590.60;502407.00;81356.25;302338.00;46916.60;123001.00;43897.19;103944.00;5081.00;14881.00
"Dessicated Coconut";"Singapore";636449.64;769249.00;12985.27;44637.00;10012.68;32308.00;1220649.75;1817921.00;151667.93;202192.00;1109.52;5617.00
"Dessicated Coconut";"Slovak Republic (Slovakia)";..;..;24384.00;60000.00;48768.00;89400.00;37592.00;51320.00;38060.00;75625.00;..;..
"Dessicated Coconut";"South Africa, Rep. Of";696357.52;1097087.00;763072.50;1699835.00;1380155.07;2731204.00;1037932.33;1447842.00;1274625.45;2160014.00;984189.20;3366674.00
"Dessicated Coconut";"Spain";1266351.16;2257186.00;1056197.16;2388510.00;1088172.88;2319008.00;1663650.25;2347427.00;1119410.32;1949449.00;1406787.86;4433021.00
"Dessicated Coconut";"Sri Lanka  (Ceylon)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Sweden";683194.82;1277658.00;1141027.09;2976677.00;1034171.78;2589145.00;836496.94;1255527.00;799021.46;1494813.00;836265.75;2720442.00
"Dessicated Coconut";"Switzerland";205169.42;365191.00;161724.13;351202.00;31295.26;95215.00;100874.04;206605.00;50437.44;72210.00;105281.48;356262.00
"Dessicated Coconut";"Thailand";3838578.95;6910558.00;3009270.36;7074652.00;1801667.09;3644497.00;1243353.45;2111187.00;1433111.34;2921108.00;1098338.97;4009884.00
"Dessicated Coconut";"Trinidad And Tobago";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Pacific Trust Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Turkey";5165893.54;8066576.00;5107021.81;11658099.00;6519438.78;14514854.00;6975580.73;9070606.00;8573421.04;12370752.00;7960364.69;22377343.00
"Dessicated Coconut";"Turks And Caicos Islands";..;..;..;..;..;..;12659.89;15125.00;..;..;..;..
"Dessicated Coconut";"Ukraine (Ukrainian S.S.R.)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"United Arab Emirates, N.E.S.";523600.00;871574.00;387044.55;856110.00;235501.46;501141.00;490555.25;918749.00;688497.21;1251389.00;140809.96;392097.00
"Dessicated Coconut";"Oman";48000.00;83520.00;..;..;..;..;12153.50;18480.00;12153.60;22470.00;..;..
"Dessicated Coconut";"Qatar";..;..;..;..;..;..;10555.48;32544.00;..;..;..;..
"Dessicated Coconut";"Uk Of Great Britain And N. Ireland";7698688.36;14287329.00;7258115.70;17704829.00;4402389.85;10057804.00;5870313.67;8406157.00;6993546.24;11893166.00;5059594.06;16501897.00
"Dessicated Coconut";"United States Of America";34899612.07;68791599.00;47644957.33;120817251.00;42649748.90;113144456.00;33108356.32;58953216.00;39391519.94;74244127.00;37399796.12;121170681.00
"Dessicated Coconut";"Guam";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Hawaii";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Virgin Islands (U.S.)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Uruguay";512760.51;819459.00;244718.47;549256.00;186025.41;341414.00;716128.06;1043048.00;359195.28;604706.00;226743.26;563078.00
"Dessicated Coconut";"Venezuela";52825.00;99727.00;35685.80;105595.00;96507.96;303380.00;52665.16;114400.00;66185.60;150150.00;66008.80;227370.00
"Dessicated Coconut";"Vietnam";296396.88;529608.00;28477.86;93095.00;57463.09;215155.00;22412.56;73227.00;22806.22;60293.00;62661.79;328786.00
"Dessicated Coconut";"Virgin Islands (British)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Jordan";37500.00;41250.00;75800.00;105000.00;78201.20;120890.00;..;..;..;..;..;..
"Dessicated Coconut";"Micronesia, Federated States Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Morocco";..;..;..;..;..;..;..;..;..;..;45720.00;76500.00
"Dessicated Coconut";"Panama";23428.44;38738.00;23990.72;57332.00;..;..;47981.44;70761.00;47981.44;85739.00;..;..
"Dessicated Coconut";"Antigua And Barbuda";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Aruba";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Cook Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Maldives, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Syrian Arab Republic";204803.28;296042.00;105664.00;124800.00;..;..;77452.50;126300.00;25518.25;50500.00;..;..
"Dessicated Coconut";"Russian Federation";7217247.00;12940194.00;8672518.17;20386388.00;5871863.58;14993142.00;7754922.03;12638256.00;8896611.64;15568141.00;8450397.64;27906101.00
"Dessicated Coconut";"Uzbekistan";26000.00;55900.00;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Swaziland (Eswatini)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Bangladesh";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Bermuda";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Gibraltar";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Marshall Islands, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Romania";29291.40;40674.00;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Latvia (Latvian Soviet Socialist Rep.)";14400.00;45220.00;..;..;39627.00;74945.00;66046.00;83543.00;39627.00;51444.00;39627.00;96440.00
"Dessicated Coconut";"Yemen, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Alaska";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Myanmar, Union Of (Burma)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Grenada";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Solomon Islands (British)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Togo";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Burkina Faso (Upper Volta)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Zaire (Democratic Republic Of Congo)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Zambia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Algeria";63220.00;94830.00;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"El Salvador";21772.73;52369.00;55565.13;152959.00;43953.32;113473.00;23224.32;48308.00;44269.00;94320.00;94844.73;341083.00
"Dessicated Coconut";"Guatemala";152474.00;286265.00;303069.96;829650.00;109181.44;303470.00;146652.19;253752.00;328939.66;667051.00;334329.78;1149068.00
"Dessicated Coconut";"Angola";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"French Pacific Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Slovenia";18300.00;42090.00;..;..;25400.00;28375.00;..;..;..;..;26416.00;70200.00
"Dessicated Coconut";"Luxembourg";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Afghanistan";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Paraguay";78000.00;149500.00;26332.58;67080.00;25495.80;30895.00;13166.29;18720.00;2659590.58;83200.00;..;..
"Dessicated Coconut";"Bulgaria";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Mali (West Africa)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Nepal";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Netherlands Antilles";..;..;25319.79;35625.00;..;..;..;..;..;..;50941.06;194770.00
"Dessicated Coconut";"Ghana";..;..;..;..;..;..;..;..;43985.00;112040.00;..;..
"Dessicated Coconut";"Cote D' Ivoire (Ivory Coast)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Senegal";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Kiribati";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Haiti";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Macau";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Nicaragua";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Spanish Africa, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Tanzania, United Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Tunisia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Bosnia And Herzegovina";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Croatia";12700.00;18964.00;25836.00;59077.00;99017.00;538757.00;48759.00;48023.00;77601.50;104575.00;68676.00;129915.00
"Dessicated Coconut";"Estonia";12497.78;19291.00;123019.00;310382.00;167505.79;414406.00;43565.00;63056.00;44962.00;85756.00;596506.10;2083015.00
"Dessicated Coconut";"Iran, Islamic Rep. Of";..;..;..;..;..;..;..;..;26509.60;44200.00;51025.88;105318.00
"Dessicated Coconut";"Lithuania";290598.30;519755.00;326546.29;788211.00;192007.37;450000.00;359821.80;516805.00;551970.00;949329.00;600869.60;2127272.00
"Dessicated Coconut";"Mozambique";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Namibia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Nauru, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Zimbabwe (Rhodesia)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Samoa (Western Samoa)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Benin, People'S Rep. Of (Dahomey)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Congo, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Cuba";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"French Guiana";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Lesotho";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Martinique";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"St. Helena";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Libyan Arab Jamahiriya";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Andorra";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Cayman Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Liechtenstein";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Sarawak (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Seychelles Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Somalia, Democratic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Lao People'S Democratic Republic (Laos)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Mongolia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Belarus (Byelorussian S.S.R.)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"British West Africa(Exc. St. Helena)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Other Pacific Islands, N.E.S.   6/";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Sierra Leone";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Sudan";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Uganda";..;..;..;..;..;..;50639.58;88000.00;..;..;..;..
"Dessicated Coconut";"Malawi";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Tokelau";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Niger";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Madagascar, Democratic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Guyana";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Cameroon";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Curacao";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Djibouti (Affars & Issas)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Timor-Leste (East Timor)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Ethiopia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"French Oceania";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Iraq";375000.00;370500.00;..;..;417060.00;385500.00;412800.00;274000.00;644000.00;532500.00;391360.00;570400.00
"Dessicated Coconut";"Kazakhstan";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Liberia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Rwanda";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Suriname";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Macedonia, The Former Yugoslav Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"St. Vincent And Grenadines";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Botswana";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Monaco";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Tonga";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Guinea";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"British Indian Ocean Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Mauritania";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Eritrea";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Gambia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"U.S. Oceania, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"U.S. Minor Outlying Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Yemen Arab Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Azores";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Albania";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Antartica";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Madeira Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Dominica";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Northern Mariana Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Sao Tome And Principe, Dem. Rep. Of";..;..;24381.00;51842.00;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Tajikistan";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Armenia";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Midway Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Moldova, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Greenland";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Nansei Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Democratic People'S Rep. Of Korea";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Chinese Taipei";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Turkmenistan";22375.92;25732.00;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Byelorussian Soviet Socialist Rep.";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Panama Canal Zone";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Gilbert And Ellice Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Ceuta And Melilla";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Christmas Island";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Guinea-Bissau, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Burundi";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Cocos Island";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"French Antilles";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Cape Verde";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Falkland Islands (Malvinas)";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Portuguese Timor And Dependencies";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Yemen, People'S Democratic Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Central African Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"Azerbaijan";..;..;..;..;..;..;..;..;..;..;..;..
"Dessicated Coconut";"British Pacific Islands";..;..;..;..;..;..;..;..;..;..;..;..
